 (1.792306863937424666e+01+0.000000000000000000e+00j)
 (-3.981261197872045798e-01+7.716302510157605710e+00j)
 (9.700812020804637115e+00+0.000000000000000000e+00j)
 (-3.981261197872045798e-01-7.716302510157605710e+00j)
